planner,num_agents,num_robots,f,d,active_time,planner_time,damage,num_disabled
StaticLinePlanner,100,10,1.3,5,98.37569128717956,0.006409883499145508,19743.756314634895,31
StaticLinePlanner,100,10,1.3,5,136.28732158451564,0.0065610408782958984,19658.644224239404,42
StaticLinePlanner,100,10,1.3,5,118.44690910128467,0.0064389705657958984,19988.78692418753,36
StaticLinePlanner,100,10,1.3,5,133.77148694911813,0.006396055221557617,20426.049544603633,33
StaticLinePlanner,100,10,1.3,5,111.76755184679853,0.0064239501953125,19825.076061474443,32
StaticLinePlanner,100,10,1.3,5,126.24870214392547,0.0063419342041015625,20660.927725398662,31
StaticLinePlanner,100,10,1.3,5,142.44903519408422,0.006315946578979492,20273.05489178705,40
StaticLinePlanner,100,10,1.3,5,137.57558114502277,0.006381034851074219,19676.863966689052,43
StaticLinePlanner,100,10,1.3,5,115.12829935076307,0.006265878677368164,20093.984802751253,31
StaticLinePlanner,100,10,1.3,5,163.63683141792546,0.006337165832519531,20273.94903739616,52
StaticLinePlanner,100,10,1.3,5,120.51899767205889,0.006323814392089844,20199.707765450672,31
StaticLinePlanner,100,10,1.3,5,121.2890761760109,0.006207942962646484,20091.563433931846,32
StaticLinePlanner,100,10,1.3,5,93.63943589791936,0.006342172622680664,18585.313460221118,37
StaticLinePlanner,100,10,1.3,5,149.78438981770003,0.006134986877441406,20880.40888854788,36
StaticLinePlanner,100,10,1.3,5,139.95228663190622,0.007354021072387695,20156.46411855008,40
StaticLinePlanner,100,10,1.3,5,130.35791508765467,0.006522178649902344,19550.154891471404,39
StaticLinePlanner,100,10,1.4,5,127.31767565244068,0.0063991546630859375,18967.541122574683,46
StaticLinePlanner,100,10,1.4,5,129.31575111665208,0.0063440799713134766,19308.816057408905,46
StaticLinePlanner,100,10,1.4,5,112.08119038140659,0.006738901138305664,18847.869028853707,41
StaticLinePlanner,100,10,1.4,5,119.18762961290179,0.0065991878509521484,19002.85198027577,44
StaticLinePlanner,100,10,1.4,5,94.8507545532996,0.006474018096923828,18605.427630894465,39
StaticLinePlanner,100,10,1.4,5,119.11011660791269,0.00659489631652832,20086.317269210806,28
StaticLinePlanner,100,10,1.4,5,130.8477383165633,0.0064580440521240234,19213.600760942987,45
StaticLinePlanner,100,10,1.4,5,131.36766705004774,0.006476879119873047,18471.71497940328,56
StaticLinePlanner,100,10,1.4,5,123.385531649887,0.006515979766845703,19835.12831790998,36
StaticLinePlanner,100,10,1.4,5,83.4790007649262,0.00642085075378418,18903.814253977413,33
StaticLinePlanner,100,10,1.4,5,143.7466154814435,0.006505012512207031,19235.029244726935,54
StaticLinePlanner,100,10,1.4,5,110.4475128832409,0.006588935852050781,19080.944299560517,37
StaticLinePlanner,100,10,1.4,5,123.35973376698186,0.006657123565673828,19259.039982354723,40
StaticLinePlanner,100,10,1.4,5,128.31000019279261,0.006369113922119141,19135.742947635565,45
StaticLinePlanner,100,10,1.4,5,120.82297689321112,0.00653529167175293,18357.339097657892,51
StaticLinePlanner,100,10,1.4,5,114.30541174853627,0.006320953369140625,18072.157892318864,48
StaticLinePlanner,100,10,1.4,5,138.03629604348444,0.006247997283935547,18868.072221747287,59
StaticLinePlanner,100,10,1.4,5,114.23536773677766,0.006207942962646484,19066.021216699824,39
StaticLinePlanner,100,10,1.4,5,126.67447103509103,0.0063478946685791016,18864.320642881543,48
StaticLinePlanner,100,10,1.4,5,151.04038220954365,0.006994009017944336,19355.629464116202,60
StaticLinePlanner,100,10,1.4,5,112.39049752350391,0.00640106201171875,18832.849976404177,42
StaticLinePlanner,100,10,1.4,5,103.62463599819174,0.006752729415893555,18216.97332537532,43
StaticLinePlanner,100,10,1.4,5,116.26882227585216,0.006589174270629883,19173.161069879992,40
StaticLinePlanner,100,10,1.4,5,123.25833040530527,0.006294965744018555,18174.26698473991,52
StaticLinePlanner,100,10,1.4,5,125.44046123096068,0.006341695785522461,18722.117538114555,47
StaticLinePlanner,100,10,1.4,5,139.45717296935646,0.00620722770690918,19031.239595777355,53
StaticLinePlanner,100,10,1.4,5,71.58283081774346,0.00627899169921875,17769.219072254604,37
StaticLinePlanner,100,10,1.4,5,120.1647039421858,0.00616908073425293,19367.129605686467,40
StaticLinePlanner,100,10,1.4,5,116.13189822988349,0.007138967514038086,18667.280190010955,45
StaticLinePlanner,100,10,1.4,5,110.06744250175205,0.006286144256591797,18046.29177859704,45
StaticLinePlanner,100,10,1.5,5,102.1685432477211,0.006242990493774414,17810.68103195758,46
StaticLinePlanner,100,10,1.5,5,121.26642954662213,0.006513833999633789,17738.747599090137,59
StaticLinePlanner,100,10,1.5,5,94.79900911378377,0.006279945373535156,17892.26454854451,43
StaticLinePlanner,100,10,1.5,5,113.37300956847467,0.006542205810546875,17477.251242941376,56
StaticLinePlanner,100,10,1.5,5,100.42616555651914,0.006469011306762695,17436.36680880644,51
StaticLinePlanner,100,10,1.5,5,122.55575437898004,0.006665945053100586,19162.387824648584,39
StaticLinePlanner,100,10,1.5,5,106.34393120985,0.0066988468170166016,17984.545095091653,46
StaticLinePlanner,100,10,1.5,5,105.65146412363204,0.0062830448150634766,17031.607615524,56
StaticLinePlanner,100,10,1.5,5,130.90554970950197,0.0069348812103271484,18503.281306342004,55
StaticLinePlanner,100,10,1.5,5,110.22229443834907,0.006552219390869141,17804.985594508587,52
StaticLinePlanner,100,10,1.5,5,115.29693994369485,0.007016897201538086,17698.74676568851,54
StaticLinePlanner,100,10,1.5,5,102.28799543536682,0.006558895111083984,18132.236135261726,43
StaticLinePlanner,100,10,1.5,5,117.44928541439141,0.006604194641113281,18237.2955231022,49
StaticLinePlanner,100,10,1.5,5,103.24712606501583,0.00664210319519043,18007.913611885633,45
StaticLinePlanner,100,10,1.5,5,99.79431167476179,0.006378889083862305,17053.365083132605,53
StaticLinePlanner,100,10,1.5,5,91.92276923138922,0.00634002685546875,16997.791051495795,48
StaticLinePlanner,100,10,1.5,5,110.9600941940463,0.006528139114379883,17270.576312630434,59
StaticLinePlanner,100,10,1.5,5,127.77678204452168,0.006285905838012695,17995.58195828587,59
StaticLinePlanner,100,10,1.5,5,102.15943114608565,0.006290912628173828,17687.598728209283,48
StaticLinePlanner,100,10,1.5,5,124.51468466191669,0.006405830383300781,17499.672842353724,63
StaticLinePlanner,100,10,1.5,5,90.8870738507744,0.006319999694824219,17929.70618214954,42
StaticLinePlanner,100,10,1.5,5,83.20545014883011,0.006211042404174805,17338.94833385277,43
StaticLinePlanner,100,10,1.5,5,93.58836707459415,0.006239891052246094,18265.94286182967,40
StaticLinePlanner,100,10,1.5,5,98.97296714347071,0.0062961578369140625,16911.428095124513,52
StaticLinePlanner,100,10,1.5,5,104.8927088522745,0.006247997283935547,17564.38385908614,49
StaticLinePlanner,100,10,1.5,5,113.27616185888668,0.006281137466430664,17527.73101122445,54
StaticLinePlanner,100,10,1.5,5,58.1877090889548,0.006386756896972656,17273.59956828942,37
StaticLinePlanner,100,10,1.5,5,121.09040470834668,0.00638580322265625,18139.148383937692,54
StaticLinePlanner,100,10,1.5,5,114.41704268273334,0.00660395622253418,17612.986021534267,56
StaticLinePlanner,100,10,1.5,5,98.01920885240798,0.006491899490356445,16939.884632485195,50
StaticLinePlanner,100,10,1.6,5,115.69694675756804,0.006613016128540039,16820.933926243633,66
StaticLinePlanner,100,10,1.6,5,108.6584654114284,0.006478071212768555,16464.61006286256,65
StaticLinePlanner,100,10,1.6,5,105.33926069083928,0.006540060043334961,16927.05637409985,58
StaticLinePlanner,100,10,1.6,5,102.07364580740284,0.006806850433349609,16511.96724652193,60
StaticLinePlanner,100,10,1.6,5,106.77552656150455,0.006394147872924805,16577.106414684196,65
StaticLinePlanner,100,10,1.6,5,102.60419758573985,0.006779909133911133,18384.2771097122,39
StaticLinePlanner,100,10,1.6,5,92.74037784111864,0.006384134292602539,17143.739533821878,48
StaticLinePlanner,100,10,1.6,5,88.44734194883021,0.00693202018737793,16068.176773735093,56
StaticLinePlanner,100,10,1.6,5,110.08615311383772,0.006432771682739258,17358.21449358045,55
StaticLinePlanner,100,10,1.6,5,109.17602876786755,0.006891012191772461,16816.396556757438,63
StaticLinePlanner,100,10,1.6,5,105.0672449219654,0.006997108459472656,16448.38405000266,61
StaticLinePlanner,100,10,1.6,5,113.98107566946038,0.0063779354095458984,16949.12009123854,63
StaticLinePlanner,100,10,1.6,5,124.7984659024218,0.006788015365600586,16976.198866925697,72
StaticLinePlanner,100,10,1.6,5,91.63602978855882,0.0062808990478515625,17148.175099689088,48
StaticLinePlanner,100,10,1.6,5,83.33779448025106,0.006315708160400391,16181.169671823547,53
StaticLinePlanner,100,10,1.6,5,91.16093567299369,0.006371021270751953,16123.437963496328,56
StaticLinePlanner,100,10,1.6,5,97.36844179098101,0.006371021270751953,16188.313004743472,62
StaticLinePlanner,100,10,1.6,5,106.95914521079341,0.006310224533081055,16767.341385095908,59
StaticLinePlanner,100,10,1.6,5,95.88093386701091,0.0064830780029296875,16798.140106698844,54
StaticLinePlanner,100,10,1.6,5,104.10975646560144,0.006331920623779297,16214.162365985861,63
StaticLinePlanner,100,10,1.6,5,94.88036401471584,0.006376028060913086,17159.04832793702,51
StaticLinePlanner,100,10,1.6,5,90.07070148658339,0.006324052810668945,16429.844461738754,54
StaticLinePlanner,100,10,1.6,5,116.86441567437367,0.006410837173461914,17308.53102498248,63
StaticLinePlanner,100,10,1.6,5,82.74366540605328,0.0062220096588134766,16067.504404778803,52
StaticLinePlanner,100,10,1.6,5,96.86053544801447,0.006304025650024414,16548.510941123983,55
StaticLinePlanner,100,10,1.6,5,106.73088698848734,0.006209135055541992,16369.834871242187,63
StaticLinePlanner,100,10,1.6,5,105.1413775812528,0.006314992904663086,16713.373960862085,64
StaticLinePlanner,100,10,1.6,5,106.58956194870755,0.006189107894897461,16990.306017014358,58
StaticLinePlanner,100,10,1.6,5,95.54483341853445,0.007048845291137695,16556.14230273913,56
StaticLinePlanner,100,10,1.6,5,81.89552926403793,0.0064678192138671875,16133.700653066702,50
StaticLinePlanner,100,10,1.7,5,99.29677612568034,0.006571054458618164,15738.522664539052,66
StaticLinePlanner,100,10,1.7,5,92.93975034765708,0.007190704345703125,15563.87403698772,64
StaticLinePlanner,100,10,1.7,5,94.81351721242082,0.006741046905517578,16044.053852734509,61
StaticLinePlanner,100,10,1.7,5,101.48018629785923,0.006988048553466797,15568.773527199895,71
StaticLinePlanner,100,10,1.7,5,91.80415839954655,0.006524085998535156,15603.967484156921,65
StaticLinePlanner,100,10,1.7,5,116.02876448951343,0.0065610408782958984,17630.65407779946,57
StaticLinePlanner,100,10,1.7,5,90.61371242639474,0.006777286529541016,16496.26091209826,54
StaticLinePlanner,100,10,1.7,5,80.03871573032475,0.006267070770263672,15421.482374907262,58
StaticLinePlanner,100,10,1.7,5,95.10938972338911,0.00694584846496582,16534.492507105788,55
StaticLinePlanner,100,10,1.7,5,104.5755143737419,0.006374835968017578,15829.181735544747,72
StaticLinePlanner,100,10,1.7,5,91.6550949596639,0.006785869598388672,15539.71854275767,62
StaticLinePlanner,100,10,1.7,5,97.7921410039512,0.006612300872802734,15929.217207311465,63
StaticLinePlanner,100,10,1.7,5,107.20499410358333,0.006417751312255859,15709.468897409324,72
StaticLinePlanner,100,10,1.7,5,89.89798054895392,0.006434917449951172,16213.585351274578,56
StaticLinePlanner,100,10,1.7,5,71.5651777159801,0.006411075592041016,15557.220983317195,53
StaticLinePlanner,100,10,1.7,5,78.36004708461532,0.0062639713287353516,15406.588202547133,56
StaticLinePlanner,100,10,1.7,5,83.73626391765124,0.006309986114501953,15343.117976597025,62
StaticLinePlanner,100,10,1.7,5,93.26959542080839,0.006257295608520508,15862.799481628537,60
StaticLinePlanner,100,10,1.7,5,86.98510655669335,0.006297111511230469,16027.298620841759,57
StaticLinePlanner,100,10,1.7,5,94.76032644154587,0.006063938140869141,15276.929470139887,67
StaticLinePlanner,100,10,1.7,5,99.01747850721458,0.006155729293823242,16304.85680458076,63
StaticLinePlanner,100,10,1.7,5,91.87529250666587,0.0061168670654296875,15620.478177377365,64
StaticLinePlanner,100,10,1.7,5,100.7683882317935,0.006266117095947266,16172.532518144359,64
StaticLinePlanner,100,10,1.7,5,85.84391551459343,0.006062030792236328,15198.244102742876,62
StaticLinePlanner,100,10,1.7,5,85.89187445551205,0.006151914596557617,15735.294612122741,57
StaticLinePlanner,100,10,1.7,5,91.99054712708347,0.0061419010162353516,15441.193459973732,63
StaticLinePlanner,100,10,1.7,5,90.3640396037255,0.006255149841308594,15767.624330300338,64
StaticLinePlanner,100,10,1.7,5,91.40800238858306,0.006079912185668945,16109.775562527146,58
StaticLinePlanner,100,10,1.7,5,82.04453901350044,0.006172895431518555,15800.12581605722,56
StaticLinePlanner,100,10,1.7,5,70.3568143232936,0.00628209114074707,15556.764906029473,50
StaticLinePlanner,100,10,1.8,5,95.99249640174561,0.007422924041748047,14918.007245418494,74
StaticLinePlanner,100,10,1.8,5,82.11180168214919,0.006601810455322266,14739.07692045941,65
StaticLinePlanner,100,10,1.8,5,79.72589508109591,0.006453990936279297,15441.481168734725,58
StaticLinePlanner,100,10,1.8,5,88.9799866192291,0.006785154342651367,14681.259350017155,71
StaticLinePlanner,100,10,1.8,5,80.54771972488827,0.006395101547241211,14872.298970304131,65
StaticLinePlanner,100,10,1.8,5,113.08266158717045,0.006621837615966797,16695.91097700685,69
StaticLinePlanner,100,10,1.8,5,99.42043044990501,0.0066950321197509766,15673.85014655219,71
StaticLinePlanner,100,10,1.8,5,66.83860702712158,0.006494045257568359,14858.087618119413,56
StaticLinePlanner,100,10,1.8,5,107.43997984249987,0.0066111087799072266,15712.311805812547,77
StaticLinePlanner,100,10,1.8,5,91.79522146947036,0.0062181949615478516,14909.000646437204,72
StaticLinePlanner,100,10,1.8,5,80.31372810839214,0.006787300109863281,15001.341851469195,61
StaticLinePlanner,100,10,1.8,5,87.9565731407067,0.0063686370849609375,15136.006256115517,65
StaticLinePlanner,100,10,1.8,5,93.98677306724292,0.006758928298950195,14757.756982792813,72
StaticLinePlanner,100,10,1.8,5,103.60378405623035,0.006289958953857422,15588.597004301544,77
StaticLinePlanner,100,10,1.8,5,91.65138243584572,0.006551027297973633,14558.853703748644,77
StaticLinePlanner,100,10,1.8,5,68.73744613789717,0.006482839584350586,14867.722549530923,56
StaticLinePlanner,100,10,1.8,5,73.48464634725973,0.006320953369140625,14707.517687232756,62
StaticLinePlanner,100,10,1.8,5,87.19426917901819,0.00621795654296875,15158.171096790173,64
StaticLinePlanner,100,10,1.8,5,96.05919919186476,0.006381034851074219,15143.62332811684,75
StaticLinePlanner,100,10,1.8,5,84.34494082383453,0.006166934967041016,14491.227642568401,68
StaticLinePlanner,100,10,1.8,5,101.78377922307946,0.006154060363769531,15342.756820427556,78
StaticLinePlanner,100,10,1.8,5,81.30575734580344,0.0060520172119140625,14830.684806187644,65
StaticLinePlanner,100,10,1.8,5,88.336913461794,0.006293058395385742,15376.918132864386,64
StaticLinePlanner,100,10,1.8,5,75.24309430837786,0.00618290901184082,14540.99318795751,62
StaticLinePlanner,100,10,1.8,5,78.27272451687034,0.006990194320678711,15113.3373116615,59
StaticLinePlanner,100,10,1.8,5,80.88455247009966,0.006312847137451172,14741.51579658375,63
StaticLinePlanner,100,10,1.8,5,79.2570702868547,0.006234884262084961,15056.778294020607,64
StaticLinePlanner,100,10,1.8,5,86.48696447745021,0.006206989288330078,15365.758059774973,63
StaticLinePlanner,100,10,1.8,5,93.00981454554834,0.0061872005462646484,14904.91136782455,74
StaticLinePlanner,100,10,1.8,5,63.69284338478082,0.006148099899291992,15116.058715777273,51
StaticLinePlanner,100,10,1.9,5,85.39834514214165,0.006868124008178711,14134.040052207803,74
StaticLinePlanner,100,10,1.9,5,81.83987572562295,0.006407022476196289,14044.173054286804,73
StaticLinePlanner,100,10,1.9,5,74.2904658327096,0.006723880767822266,14792.147718572109,61
StaticLinePlanner,100,10,1.9,5,79.24012907971155,0.0063478946685791016,13989.729464711401,71
StaticLinePlanner,100,10,1.9,5,82.43144334484317,0.0067369937896728516,14286.830562968395,74
StaticLinePlanner,100,10,1.9,5,109.86664775428993,0.0063817501068115234,15617.729246758618,83
StaticLinePlanner,100,10,1.9,5,88.54093961554108,0.006618022918701172,14901.406297312353,71
StaticLinePlanner,100,10,1.9,5,82.33876232907132,0.006557941436767578,14261.041631940108,74
StaticLinePlanner,100,10,1.9,5,95.86531681604596,0.006510734558105469,14821.062752775604,77
StaticLinePlanner,100,10,1.9,5,81.82726401910024,0.006683826446533203,14191.30771001055,72
StaticLinePlanner,100,10,1.9,5,71.48177439475629,0.006300926208496094,14288.972667733406,62
StaticLinePlanner,100,10,1.9,5,85.87389708860788,0.0066759586334228516,14465.465988205277,72
StaticLinePlanner,100,10,1.9,5,83.68869503694857,0.006321907043457031,14016.29536461163,72
StaticLinePlanner,100,10,1.9,5,97.42932328844631,0.006598949432373047,14750.201127258626,83
StaticLinePlanner,100,10,1.9,5,80.13455138539716,0.006551980972290039,13875.92788117315,75
StaticLinePlanner,100,10,1.9,5,84.76835043212549,0.006294965744018555,14421.179253782737,74
StaticLinePlanner,100,10,1.9,5,86.05072233683427,0.006267070770263672,13854.01786693462,82
StaticLinePlanner,100,10,1.9,5,77.7122580869141,0.006300926208496094,14551.322386895517,64
StaticLinePlanner,100,10,1.9,5,92.14321420155916,0.006293058395385742,14287.733689930736,83
StaticLinePlanner,100,10,1.9,5,75.1239254632761,0.006211996078491211,13864.198598050412,68
StaticLinePlanner,100,10,1.9,5,90.6640488848176,0.0061681270599365234,14475.417854043133,78
StaticLinePlanner,100,10,1.9,5,72.3388968098557,0.006171226501464844,14247.83887135104,65
StaticLinePlanner,100,10,1.9,5,78.65244032258603,0.00619196891784668,14757.111851955078,64
StaticLinePlanner,100,10,1.9,5,66.98576912968598,0.006177186965942383,14029.039026878609,62
StaticLinePlanner,100,10,1.9,5,66.00398937151874,0.00616002082824707,14732.878964708903,56
StaticLinePlanner,100,10,1.9,5,72.2089219699264,0.00621795654296875,14194.951075072844,63
StaticLinePlanner,100,10,1.9,5,70.60045887901055,0.0063250064849853516,14502.75516391858,64
StaticLinePlanner,100,10,1.9,5,81.69277182556124,0.006066799163818359,14726.476533684554,67
StaticLinePlanner,100,10,1.9,5,82.7466881953265,0.006164073944091797,14145.440017908128,74
StaticLinePlanner,100,10,1.9,5,92.78515043496856,0.006067991256713867,14321.32386618218,82
StaticLinePlanner,100,10,2.0,5,76.91654635937604,0.006554126739501953,13506.386942283141,74
StaticLinePlanner,100,10,2.0,5,78.33766899917183,0.0070819854736328125,13384.465997842844,78
StaticLinePlanner,100,10,2.0,5,84.4085997221281,0.006582021713256836,14116.371939222254,78
StaticLinePlanner,100,10,2.0,5,71.01584457385076,0.00631403923034668,13542.47944770388,70
StaticLinePlanner,100,10,2.0,5,74.31117451224812,0.006850004196166992,13685.930669356367,74
StaticLinePlanner,100,10,2.0,5,98.9930332051327,0.0064470767974853516,14715.219239178568,83
StaticLinePlanner,100,10,2.0,5,90.91473629450816,0.006673097610473633,14118.989474315802,85
StaticLinePlanner,100,10,2.0,5,74.21551522492928,0.00638580322265625,13659.921346233596,74
StaticLinePlanner,100,10,2.0,5,89.69962587675832,0.006628990173339844,14068.455482558855,81
StaticLinePlanner,100,10,2.0,5,73.83178761830503,0.006376981735229492,13615.633409153303,72
StaticLinePlanner,100,10,2.0,5,64.40789874257175,0.006478071212768555,13850.392377297963,62
StaticLinePlanner,100,10,2.0,5,74.94533746586391,0.006766796112060547,13968.02171816265,69
StaticLinePlanner,100,10,2.0,5,75.43708400908454,0.006363868713378906,13422.17937060541,72
StaticLinePlanner,100,10,2.0,5,87.78496552457733,0.006697416305541992,13949.719432857506,83
StaticLinePlanner,100,10,2.0,5,73.41738928324261,0.006343364715576172,13154.836230998208,77
StaticLinePlanner,100,10,2.0,5,76.37195106883601,0.006514072418212891,13799.845700899317,74
StaticLinePlanner,100,10,2.0,5,77.55150023455677,0.006635904312133789,13157.081654547866,82
StaticLinePlanner,100,10,2.0,5,70.10785725131994,0.006234884262084961,14064.640733417486,64
StaticLinePlanner,100,10,2.0,5,83.0705339713412,0.006333112716674805,13534.701230822646,83
StaticLinePlanner,100,10,2.0,5,67.73342606911308,0.00621795654296875,13361.64463924734,68
StaticLinePlanner,100,10,2.0,5,82.63171482857157,0.006207942962646484,13774.222283161125,79
StaticLinePlanner,100,10,2.0,5,84.40945056736963,0.006128072738647461,13756.236058185521,84
StaticLinePlanner,100,10,2.0,5,70.8930016399011,0.006173849105834961,14260.507776263239,64
StaticLinePlanner,100,10,2.0,5,60.370568857508495,0.006078958511352539,13618.896610003607,62
