planner,num_agents,num_robots,f,d,completion_time,planner_time,damage,num_disabled
StaticLinePlanner,50,10,1.3,5,180.4731967408779,0.0023500919342041016,10412.008123801872,15
StaticLinePlanner,50,10,1.3,5,206.58187576745587,0.002126932144165039,10338.085220505056,24
StaticLinePlanner,50,10,1.3,5,170.69492879792654,0.0021250247955322266,9972.823687367923,19
StaticLinePlanner,50,10,1.3,5,111.86128567834331,0.0022318363189697266,9665.942511837437,15
StaticLinePlanner,50,10,1.3,5,168.09358120630117,0.0022346973419189453,9972.985200010875,21
StaticLinePlanner,100,10,1.3,5,207.30268521749622,0.007481098175048828,20837.665685034313,45
StaticLinePlanner,100,10,1.3,5,149.82711337685726,0.007493019104003906,20847.171687584447,28
StaticLinePlanner,100,10,1.3,5,150.23106385018278,0.0073299407958984375,20277.672868735797,33
StaticLinePlanner,100,10,1.3,5,178.029002573651,0.007539033889770508,20548.600035583368,39
StaticLinePlanner,100,10,1.3,5,120.89078135782485,0.007410287857055664,19695.291666210003,32
StaticLinePlanner,200,10,1.3,5,165.60043272940862,0.02728414535522461,42317.64116163958,57
StaticLinePlanner,200,10,1.3,5,138.26349987810337,0.02724599838256836,40008.17530885074,65
StaticLinePlanner,200,10,1.3,5,171.51175091439106,0.027540922164916992,41804.995268315535,63
StaticLinePlanner,200,10,1.3,5,192.5084548556873,0.03042888641357422,41614.30908460077,79
StaticLinePlanner,200,10,1.3,5,136.6728962366414,0.02811598777770996,41377.24165272097,53
StaticLinePlanner,300,10,1.3,5,164.04194305599592,0.09520888328552246,62551.64415831416,93
StaticLinePlanner,300,10,1.3,5,165.52235886380612,0.06637787818908691,63682.82332362567,84
StaticLinePlanner,300,10,1.3,5,162.6374110153056,0.0664067268371582,61222.18025179721,99
StaticLinePlanner,300,10,1.3,5,159.22352605476107,0.06160593032836914,63878.047339130804,81
StaticLinePlanner,300,10,1.3,5,145.5980445936086,0.06732511520385742,60974.45614699788,89
StaticLinePlanner,400,10,1.3,5,177.77308409309822,0.10882425308227539,82402.40018035407,150
StaticLinePlanner,400,10,1.3,5,164.93722173440344,0.11414504051208496,82865.65961687561,125
StaticLinePlanner,400,10,1.3,5,156.87077249858694,0.1084449291229248,81659.40856638858,129
StaticLinePlanner,400,10,1.3,5,167.1555574041435,0.12238478660583496,84108.42525822065,126
StaticLinePlanner,400,10,1.3,5,161.5289349037944,0.10872387886047363,81281.55114111725,133
StaticLinePlanner,500,10,1.3,5,182.1804588978998,0.1747281551361084,104011.500134945,184
StaticLinePlanner,500,10,1.3,5,171.6936758285145,0.1726529598236084,106467.00725461946,141
StaticLinePlanner,500,10,1.3,5,153.80216349037025,0.17519593238830566,102167.31708833072,155
StaticLinePlanner,500,10,1.3,5,152.25326318264553,0.1664886474609375,103274.33771460017,153
StaticLinePlanner,500,10,1.3,5,159.525617515165,0.17881536483764648,103437.9574258144,152
StaticLinePlanner,600,10,1.3,5,166.7989208177824,0.2498643398284912,121259.72598061786,221
StaticLinePlanner,600,10,1.3,5,156.63791915016512,0.25508928298950195,122932.58911864317,185
StaticLinePlanner,600,10,1.3,5,160.55728289449996,0.2442159652709961,122381.17111364771,199
StaticLinePlanner,600,10,1.3,5,146.58719878439473,0.25069594383239746,123462.07795669473,178
StaticLinePlanner,600,10,1.3,5,167.0333459367275,0.24964594841003418,119319.78493949423,228
StaticLinePlanner,700,10,1.3,5,166.28022123397255,0.3384733200073242,141347.09044103711,257
StaticLinePlanner,700,10,1.3,5,165.15330389215902,0.3372538089752197,146946.729886664,201
StaticLinePlanner,700,10,1.3,5,159.71458144949068,0.33233094215393066,142393.659493424,233
StaticLinePlanner,700,10,1.3,5,141.55376369125707,0.33551692962646484,140713.24308527377,223
StaticLinePlanner,700,10,1.3,5,154.73416561839542,0.33565497398376465,144422.36069500164,206
StaticLinePlanner,800,10,1.3,5,146.90015313476297,0.43353986740112305,166852.6078121588,220
StaticLinePlanner,800,10,1.3,5,166.47010701848384,0.4357130527496338,169142.99676548332,223
StaticLinePlanner,800,10,1.3,5,155.5478578924063,0.4346349239349365,162824.661555127,258
StaticLinePlanner,800,10,1.3,5,140.3899124455578,0.435945987701416,160944.049669792,252
StaticLinePlanner,800,10,1.3,5,166.37631308057365,0.4374372959136963,159510.20407824623,293
StaticLinePlanner,900,10,1.3,5,144.90704330843477,0.5428111553192139,187487.43569399044,241
StaticLinePlanner,900,10,1.3,5,164.69366648180838,0.5468869209289551,188345.17502110207,265
StaticLinePlanner,900,10,1.3,5,144.78339160388498,0.5480623245239258,180321.58711572803,290
StaticLinePlanner,900,10,1.3,5,142.9701192604086,0.5501079559326172,181613.3967235024,285
StaticLinePlanner,900,10,1.3,5,168.76311858731822,0.5443711280822754,183402.1080670184,311
StaticLinePlanner,1000,10,1.3,5,168.7181109580756,0.6736383438110352,202756.8821312989,360
StaticLinePlanner,1000,10,1.3,5,172.0721887586635,0.6706132888793945,211991.74582145317,290
StaticLinePlanner,1000,10,1.3,5,165.69736824651523,0.6666769981384277,206871.93663544254,324
StaticLinePlanner,1000,10,1.3,5,145.54700227710535,0.6719248294830322,202195.4552381746,314
StaticLinePlanner,1000,10,1.3,5,168.10502399003047,0.6719579696655273,203975.31052424127,342
IterativeAssignmentPlanner,50,10,2.0,5,111.53996275390769,0.04047107696533203,2263.2789669331523,50
IterativeAssignmentPlanner,50,10,2.0,5,112.10317580336658,0.04369211196899414,1845.0302282335936,50
IterativeAssignmentPlanner,50,10,2.0,5,119.91402282957995,0.03957414627075195,2334.220098695025,50
IterativeAssignmentPlanner,50,10,2.0,5,118.3562900061221,0.039700984954833984,1971.9665273616733,50
IterativeAssignmentPlanner,50,10,2.0,5,120.34701514385367,0.03919792175292969,1809.9935291227537,50
IterativeAssignmentPlanner,50,10,2.0,5,117.06170756482602,0.04445195198059082,2054.114580682566,50
IterativeAssignmentPlanner,50,10,2.0,5,112.42653366358715,0.04004931449890137,1993.4818831041448,50
IterativeAssignmentPlanner,50,10,2.0,5,108.2240318548975,0.03934884071350098,1879.8590565602808,50
IterativeAssignmentPlanner,50,10,2.0,5,118.62355874951271,0.03889775276184082,2195.1395481437316,50
IterativeAssignmentPlanner,50,10,2.0,5,112.71623599533143,0.03908395767211914,1788.4498156669672,50
IterativeAssignmentPlanner,50,10,2.0,5,107.97704826002007,0.03951096534729004,1688.8908853895923,50
IterativeAssignmentPlanner,50,10,2.0,5,116.77633096761257,0.04327726364135742,1838.9862020804687,50
IterativeAssignmentPlanner,50,10,2.0,5,117.30343142884854,0.045873165130615234,2029.0371148317222,50
IterativeAssignmentPlanner,50,10,2.0,5,126.49986568411566,0.04535222053527832,2213.309405365924,50
IterativeAssignmentPlanner,50,10,2.0,5,111.33489586215799,0.0395658016204834,1757.8558895546846,50
IterativeAssignmentPlanner,50,10,2.0,5,111.0661683178351,0.03953361511230469,1640.2984950264993,50
IterativeAssignmentPlanner,50,10,2.0,5,123.25748886458751,0.03970479965209961,1674.8006108112354,50
IterativeAssignmentPlanner,50,10,2.0,5,120.79779369636226,0.048098087310791016,2232.462298335575,50
IterativeAssignmentPlanner,50,10,2.0,5,114.85377163072957,0.04483485221862793,2067.3172552045967,50
IterativeAssignmentPlanner,50,10,2.0,5,116.43489656255426,0.04056501388549805,1768.2081906792494,50
IterativeAssignmentPlanner,50,10,2.0,5,115.47684625924336,0.03932476043701172,1679.2412475274575,50
IterativeAssignmentPlanner,50,10,2.0,5,112.90638818306374,0.041116952896118164,1947.8492566790017,50
IterativeAssignmentPlanner,50,10,2.0,5,130.24527072769231,0.046669960021972656,2278.7377547862866,50
IterativeAssignmentPlanner,50,10,2.0,5,111.26139188418787,0.04502701759338379,1856.0189071551144,50
IterativeAssignmentPlanner,50,10,2.0,5,111.30861980534547,0.039669036865234375,2248.097806633498,50
IterativeAssignmentPlanner,50,10,2.0,5,119.01890737003916,0.04357004165649414,1988.1748100407483,50
IterativeAssignmentPlanner,50,10,2.0,5,113.3689845666539,0.041255950927734375,1849.6669354783623,50
IterativeAssignmentPlanner,50,10,2.0,5,132.54031508611342,0.04739809036254883,2036.2394574244265,50
IterativeAssignmentPlanner,50,10,2.0,5,126.77406168635757,0.04473590850830078,1935.5155931823447,50
IterativeAssignmentPlanner,50,10,2.0,5,112.60585764812508,0.039717912673950195,1925.4993786142572,50
IterativeAssignmentPlanner,100,10,2.0,5,125.9775979038025,0.15330100059509277,4985.933996604379,100
IterativeAssignmentPlanner,100,10,2.0,5,125.58418223677705,0.1475839614868164,4884.008529834305,100
IterativeAssignmentPlanner,100,10,2.0,5,119.3382322809548,0.14861106872558594,4916.378101269535,100
IterativeAssignmentPlanner,100,10,2.0,5,124.81507982307005,0.14488792419433594,4677.092269044532,100
IterativeAssignmentPlanner,100,10,2.0,5,138.32896222384076,0.14820098876953125,4863.884759483494,100
IterativeAssignmentPlanner,100,10,2.0,5,140.00673232941492,0.147050142288208,5976.4167386315075,100
IterativeAssignmentPlanner,100,10,2.0,5,141.18109534467547,0.14836883544921875,5745.536683632756,100
IterativeAssignmentPlanner,100,10,2.0,5,133.4205938267667,0.14174485206604004,4809.608503489556,100
IterativeAssignmentPlanner,100,10,2.0,5,137.25478029881037,0.15177178382873535,5167.774177753295,100
IterativeAssignmentPlanner,100,10,2.0,5,123.6090358298057,0.14196491241455078,4848.2566263999615,100
IterativeAssignmentPlanner,100,10,2.0,5,147.40950273021204,0.14778804779052734,5133.4745995722105,100
IterativeAssignmentPlanner,100,10,2.0,5,121.83539129917226,0.14120793342590332,5180.948682498061,100
IterativeAssignmentPlanner,100,10,2.0,5,135.47174252743457,0.15089988708496094,5551.076308859674,100
IterativeAssignmentPlanner,100,10,2.0,5,129.85866931546246,0.14158916473388672,5222.584688289337,100
IterativeAssignmentPlanner,100,10,2.0,5,124.0695389529337,0.14679193496704102,4907.118199708993,100
IterativeAssignmentPlanner,100,10,2.0,5,153.07593785089506,0.1466691493988037,5073.456710287484,100
IterativeAssignmentPlanner,100,10,2.0,5,139.1764115011329,0.1464557647705078,4606.278304951901,100
IterativeAssignmentPlanner,100,10,2.0,5,124.43971227123112,0.14536690711975098,5341.791486913819,100
IterativeAssignmentPlanner,100,10,2.0,5,120.9273823315106,0.14828896522521973,4999.961214095668,100
IterativeAssignmentPlanner,100,10,2.0,5,126.2870708846421,0.17854690551757812,5086.10480548339,100
IterativeAssignmentPlanner,100,10,2.0,5,117.10157302143494,0.14919590950012207,4922.396321485347,100
IterativeAssignmentPlanner,100,10,2.0,5,121.9369909101199,0.16811323165893555,4929.92357342927,100
IterativeAssignmentPlanner,100,10,2.0,5,141.06281496230997,0.1693859100341797,4818.658305140881,100
IterativeAssignmentPlanner,100,10,2.0,5,119.87392115259198,0.1596512794494629,5016.528225900151,100
IterativeAssignmentPlanner,100,10,2.0,5,123.23583639102142,0.15330982208251953,5105.548348578667,100
IterativeAssignmentPlanner,100,10,2.0,5,144.6348510876864,0.149122953414917,5282.6370044209825,100
IterativeAssignmentPlanner,100,10,2.0,5,127.65473272445149,0.14742302894592285,4689.7411186893405,100
IterativeAssignmentPlanner,100,10,2.0,5,155.29724500838392,0.14187860488891602,5776.936014991258,100
IterativeAssignmentPlanner,100,10,2.0,5,137.09545494845682,0.15505313873291016,4831.7206451917145,100
IterativeAssignmentPlanner,100,10,2.0,5,120.22325857819266,0.16899394989013672,5046.39494226288,100
IterativeAssignmentPlanner,200,10,2.0,5,170.87910383267547,0.5626800060272217,13347.405507968575,200
IterativeAssignmentPlanner,200,10,2.0,5,173.25053359995272,0.5448000431060791,11729.321020101479,200
IterativeAssignmentPlanner,200,10,2.0,5,153.01030598921528,0.5467100143432617,12437.116192798183,200
IterativeAssignmentPlanner,200,10,2.0,5,187.78222054439055,0.5458528995513916,12317.93871346916,200
IterativeAssignmentPlanner,200,10,2.0,5,184.45327014085953,0.5497779846191406,12954.618791061232,200
IterativeAssignmentPlanner,200,10,2.0,5,189.23194612348914,0.5635781288146973,13731.902106688447,200
IterativeAssignmentPlanner,200,10,2.0,5,158.7463402998994,0.5480751991271973,13093.456975618708,200
IterativeAssignmentPlanner,200,10,2.0,5,175.17505285330952,0.5476469993591309,12792.260104381578,200
IterativeAssignmentPlanner,200,10,2.0,5,177.13833357698485,0.5475039482116699,13143.480691135785,200
IterativeAssignmentPlanner,200,10,2.0,5,139.3728838138834,0.5462431907653809,11677.227228426638,200
IterativeAssignmentPlanner,200,10,2.0,5,170.95025330219204,0.5475142002105713,12100.5384621229,200
IterativeAssignmentPlanner,200,10,2.0,5,142.77033850495596,0.5448498725891113,13166.132245410234,200
IterativeAssignmentPlanner,200,10,2.0,5,171.13147289413848,0.545928955078125,13522.092699541969,200
IterativeAssignmentPlanner,200,10,2.0,5,145.08353831312257,0.5487880706787109,12220.1517961583,200
IterativeAssignmentPlanner,200,10,2.0,5,197.97717843212013,0.5486710071563721,13419.007502067489,200
IterativeAssignmentPlanner,200,10,2.0,5,174.52530523453262,0.5489859580993652,13437.704075864338,200
IterativeAssignmentPlanner,200,10,2.0,5,161.81760742833697,0.553074836730957,12404.091454932688,200
IterativeAssignmentPlanner,200,10,2.0,5,149.2684320957661,0.5453307628631592,12747.372297411115,200
