planner,num_agents,num_robots,f,d,active_time,completion_time,planner_time,damage,num_disabled
StaticLinePlanner,50,10,2.0,5,71.45806078630451,138.45228396144674,0.0,6738.96705768953,34
StaticLinePlanner,50,10,2.0,5,62.28610665617568,121.39387435907037,0.01000833511352539,6331.2224633398,35
StaticLinePlanner,50,10,2.0,5,73.20878256986789,131.5031480198735,0.0,7400.9583678583795,30
StaticLinePlanner,50,10,2.0,5,66.55091870120702,123.84174741385148,0.0,6903.6791214041095,32
StaticLinePlanner,50,10,2.0,5,74.93172266277037,136.68963627012693,0.0,7040.312317008383,35
StaticLinePlanner,50,10,2.0,5,103.47270959841183,197.8425845048593,0.008104801177978516,7371.917956611307,49
StaticLinePlanner,50,10,2.0,5,77.25355570123654,146.5685836145281,0.008005380630493164,6942.418941899479,36
StaticLinePlanner,50,10,2.0,5,70.44011740862608,132.64712093526927,0.0,6683.298953596583,36
StaticLinePlanner,50,10,2.0,5,82.4302062283832,151.926177991603,0.0,7096.434534540264,36
StaticLinePlanner,50,10,2.0,5,73.3582032539091,135.48396386312737,0.006506443023681641,6941.258996708721,35
StaticLinePlanner,50,10,2.0,5,62.34373801371746,113.54946950909509,0.010007143020629883,6383.362767711377,35
StaticLinePlanner,50,10,2.0,5,71.75802790652712,136.50290740060345,0.0,6432.3950244097605,38
StaticLinePlanner,50,10,2.0,5,74.32441302871155,143.0509815282024,0.005007743835449219,6710.898303335849,36
StaticLinePlanner,50,10,2.0,5,95.09705043897891,170.48951830144387,0.01168370246887207,6564.185898777662,48
StaticLinePlanner,50,10,2.0,5,80.8101004333374,148.4997257889172,0.0,6460.488205124648,43
StaticLinePlanner,50,10,2.0,5,55.451958054358464,105.69643348167149,0.01244211196899414,6223.548907490114,34
StaticLinePlanner,50,10,2.0,5,57.550785930732225,110.35874122861964,0.0,6351.6758219991925,34
StaticLinePlanner,50,10,2.0,5,89.31474872922529,168.50950992393672,0.013519048690795898,7272.525266242444,38
StaticLinePlanner,50,10,2.0,5,84.89723709892088,156.9610354883382,0.0,6892.261835689074,39
StaticLinePlanner,50,10,2.0,5,62.55355025317632,118.81120243806092,0.002006053924560547,6648.047904282655,33
StaticLinePlanner,50,10,2.0,5,81.94171587386985,152.32010688935458,0.0,6443.941371288223,43
StaticLinePlanner,50,10,2.0,5,69.90655959854541,128.45487643696455,0.0,6920.816165186675,33
StaticLinePlanner,50,10,2.0,5,76.70138328116337,139.10384241208163,0.0,6980.563079168144,34
StaticLinePlanner,50,10,2.0,5,54.52338499700219,93.51308795941378,0.0,6731.655702445142,29
StaticLinePlanner,50,10,2.0,5,90.35585574124426,172.6163963696419,0.015009164810180664,7245.712676801648,39
StaticLinePlanner,50,10,2.0,5,68.4703442586169,127.34253995424163,0.0,6587.052940372959,35
StaticLinePlanner,50,10,2.0,5,69.86821747808025,128.68854188691452,0.0,6802.7012911803195,34
StaticLinePlanner,50,10,2.0,5,91.22491022686128,170.55003082278594,0.0,6898.42204005802,44
StaticLinePlanner,50,10,2.0,5,73.2161357328389,140.9501311915468,0.0,6765.035282950997,36
StaticLinePlanner,50,10,2.0,5,52.534019755022626,96.51508165776981,0.012008905410766602,6774.458004189255,28
StaticLinePlanner,100,10,2.0,5,76.91654635937604,144.07130766798872,0.011506319046020508,13506.386942283141,74
StaticLinePlanner,100,10,2.0,5,78.33766899917183,150.28106689813902,0.0,13384.465997842844,78
StaticLinePlanner,100,10,2.0,5,84.4085997221281,156.26875412062785,0.0095062255859375,14116.371939222254,78
StaticLinePlanner,100,10,2.0,5,71.01584457385076,131.44989006805454,0.0,13542.47944770388,70
StaticLinePlanner,100,10,2.0,5,74.31117451224812,141.15401749103597,0.007851839065551758,13685.930669356367,74
StaticLinePlanner,100,10,2.0,5,98.9930332051327,183.94725342354081,0.00850820541381836,14715.219239178568,83
StaticLinePlanner,100,10,2.0,5,90.91473629450816,173.56183884447785,0.009144306182861328,14118.989474315802,85
StaticLinePlanner,100,10,2.0,5,80.11656941967043,147.56152240789595,0.010523557662963867,14096.59935664444,74
StaticLinePlanner,100,10,2.0,5,89.69962587675832,166.05308159523761,0.004506587982177734,14068.455482558855,81
StaticLinePlanner,100,10,2.0,5,73.83178761830503,136.68269046999492,0.02930283546447754,13615.633409153303,72
StaticLinePlanner,100,10,2.0,5,64.40789874257175,117.67433524405277,0.014007568359375,13850.392377297963,62
StaticLinePlanner,100,10,2.0,5,74.94533746586391,144.22622592069837,0.01611471176147461,13968.02171816265,69
StaticLinePlanner,100,10,2.0,5,75.43708400908454,144.47405680647543,0.015505313873291016,13422.17937060541,72
StaticLinePlanner,100,10,2.0,5,84.54488136461018,164.73998987450096,0.016636133193969727,13680.792447580223,83
StaticLinePlanner,100,10,2.0,5,73.41738928324261,143.84913422925175,0.01651310920715332,13154.836230998208,77
StaticLinePlanner,100,10,2.0,5,76.37195106883601,148.36547854809606,0.016524553298950195,13799.845700899317,74
StaticLinePlanner,100,10,2.0,5,77.55150023455677,149.480796376302,0.017005205154418945,13157.081654547866,82
StaticLinePlanner,100,10,2.0,5,70.10785725131994,129.26746959626823,0.00363922119140625,14064.640733417486,64
StaticLinePlanner,100,10,2.0,5,83.0705339713412,162.22680122161213,0.016524314880371094,13534.701230822646,83
StaticLinePlanner,100,10,2.0,5,67.73342606911308,126.38515855412587,0.006509065628051758,13361.64463924734,68
StaticLinePlanner,100,10,2.0,5,82.63171482857157,153.92297166068832,0.016021251678466797,13774.222283161125,79
StaticLinePlanner,100,10,2.0,5,84.40945056736963,165.13703947879716,0.01601696014404297,13756.236058185521,84
StaticLinePlanner,100,10,2.0,5,70.8930016399011,130.32642297250118,0.015992403030395508,14260.507776263239,64
StaticLinePlanner,100,10,2.0,5,60.370568857508495,116.06119164874613,0.004506111145019531,13618.896610003607,62
StaticLinePlanner,100,10,2.0,5,62.719066299476246,118.6368975218315,0.01601696014404297,14195.671476835258,59
StaticLinePlanner,100,10,2.0,5,65.23983594838097,119.83265106865994,0.030522823333740234,13755.898655715471,63
StaticLinePlanner,100,10,2.0,5,84.16203095732794,165.43775934614396,0.01596355438232422,13908.049532941255,85
StaticLinePlanner,100,10,2.0,5,87.52019176321468,166.92143603211875,0.015506267547607422,14067.072831096553,82
StaticLinePlanner,100,10,2.0,5,74.52974337549378,142.91458381487402,0.0,13537.386101240509,74
StaticLinePlanner,100,10,2.0,5,83.55438193713445,162.20560583800435,0.013507366180419922,13564.400849359787,82
StaticLinePlanner,200,10,2.0,5,80.47893262093572,148.64156934054446,0.03353166580200195,28203.313294160067,144
StaticLinePlanner,200,10,2.0,5,69.63699824489278,136.87497596001444,0.18320012092590332,26233.110082965486,149
StaticLinePlanner,200,10,2.0,5,85.870785191698,161.1447866395787,0.17221951484680176,28405.13994020006,155
StaticLinePlanner,200,10,2.0,5,70.73080204326487,132.84258807313608,0.12976384162902832,27883.972073251025,133
StaticLinePlanner,200,10,2.0,5,79.51436358026825,144.87796089882352,0.10011863708496094,29738.120638407927,131
StaticLinePlanner,200,10,2.0,5,80.06484384567328,149.6997239062793,0.0540471076965332,29174.670205218743,135
StaticLinePlanner,200,10,2.0,5,92.9774066888877,173.88099889673705,0.0640404224395752,29415.988248071433,162
StaticLinePlanner,200,10,2.0,5,82.97794089485713,151.70284920968896,0.07919073104858398,29389.030874823213,139
StaticLinePlanner,200,10,2.0,5,85.13362935055187,159.16860979306355,0.04340004920959473,28098.602431782503,156
StaticLinePlanner,200,10,2.0,5,71.16666283958129,134.0175656912712,0.05743408203125,27774.162171312677,137
StaticLinePlanner,200,10,2.0,5,70.89211051533037,133.9645471470792,0.03345465660095215,27364.309186781105,138
StaticLinePlanner,200,10,2.0,5,79.33569025820437,151.29434479174358,0.0319216251373291,28017.611967142682,147
StaticLinePlanner,200,10,2.0,5,79.0206231738965,148.05759597128738,0.035032033920288086,27077.46676767608,150
StaticLinePlanner,200,10,2.0,5,84.84560592104249,166.34112538026463,0.03256988525390625,27415.343475928963,169
StaticLinePlanner,200,10,2.0,5,76.81359206444614,147.24533701045527,0.03302597999572754,28347.955316859323,140
StaticLinePlanner,200,10,2.0,5,77.96212410408542,147.82641403538798,0.0498661994934082,28146.306590772117,143
StaticLinePlanner,200,10,2.0,5,73.46140628489124,136.1962392615481,0.05762910842895508,28307.97208436944,136
StaticLinePlanner,200,10,2.0,5,71.35271984722128,132.7150032274284,0.038781166076660156,28357.220138263347,130
StaticLinePlanner,200,10,2.0,5,77.33040339042638,152.95992539034387,0.02102184295654297,27217.50645466823,155
StaticLinePlanner,200,10,2.0,5,73.25319806002857,140.294714966446,0.03185224533081055,27142.508849094367,145
StaticLinePlanner,200,10,2.0,5,75.63721970255669,146.01561071804142,0.03318905830383301,27460.226141512823,147
StaticLinePlanner,200,10,2.0,5,80.60336425768394,156.356823893859,0.05038642883300781,27737.447814053965,155
StaticLinePlanner,200,10,2.0,5,77.83524291527573,147.16094076117005,0.021014690399169922,28697.620397691,141
StaticLinePlanner,200,10,2.0,5,74.88876496550668,142.22135224991808,0.022516727447509766,28212.91938299332,137
StaticLinePlanner,200,10,2.0,5,87.33097131711243,163.58503968093078,0.33530592918395996,29577.093025748574,143
StaticLinePlanner,200,10,2.0,5,66.843437980869,125.33198897086011,0.0320432186126709,27212.372645357525,130
StaticLinePlanner,200,10,2.0,5,69.75414514572869,129.15589050911714,0.05006527900695801,28480.414552861283,129
